Response_ID,Timestamp,Q1_Age_Group,Q2_Gender,Q3_Employment_Status,Q4_Monthly_Income,Q5_Nationality,Q6_Duration_UAE,Q7_Household_Composition,Q8_Accommodation_Type,Q9_Residential_Area,Q10_Storage_Space,Q11_Need_Frequency,Q13_Monthly_Spending,Q16_Home_Appliances_Frequency,Q18_Kitchen_Frequency,Q20_Sports_Frequency,Q22_Party_Frequency,Q23_Primary_Reason,Q24_Travel_Distance,Q25_Pickup_System,Q26_Borrow_Duration,Q28_Pricing_Model,Q29_WTP_PayPerUse,Q30_WTP_Monthly,Q31_WTP_Annual,Q32_Bundle_Interest,Q33_Bundle_Premium,Q34_Deposit_Amount,Q38_Survey_Source,Q39_Likelihood_to_Use,Q40_Reason_Not_Use,Q12_Buy it even if I'll rarely use it,Q12_Borrow from friends/family,Q12_Rent from a rental company,Q12_Go without it,Q12_Ask in community groups,Q12_Visit a community center/club,Q14_Lack of storage space,Q14_High cost,Q14_Environmental concerns,Q14_Infrequent use doesn't justify purchase,Q14_Planning to relocate soon,Q14_Maintenance hassle,"Q14_Nothing prevents me, I buy what I need",Q15_Steam iron / Garment steamer,Q15_Vacuum cleaner (standard),Q15_Carpet/upholstery cleaner,Q15_Pressure washer,Q15_Air purifier,Q15_Humidifier/Dehumidifier,Q15_Fan/portable AC unit,Q15_Sewing machine,Q15_Ladder (various sizes),Q15_Tool kit (basic/advanced),Q15_Power drill,Q15_Paint sprayer,Q15_Extension cords/power strips,Q15_Not interested in any,Q17_Waffle maker,Q17_Fondue set,Q17_Raclette grill,Q17_Ice cream maker,Q17_Juicer,Q17_Food processor (large),Q17_Stand mixer,Q17_Slow cooker/Instant pot,Q17_Large party cookware set,Q17_BBQ grill (portable),Q17_Blender (high-power),Q17_Coffee machine (espresso/specialty),Q17_Large cooler box,Q17_Not interested in any,Q19_Squash racket & balls,Q19_Badminton racket & shuttlecocks,Q19_Tennis racket & balls,Q19_Table tennis paddles & balls,Q19_Bicycle (adult),Q19_Bicycle (children),Q19_Camping tent,Q19_Sleeping bags,Q19_Camping stove,Q19_Beach umbrella,Q19_Snorkeling equipment,Q19_Swimming floats/pool toys,Q19_Yoga mats & blocks,Q19_Resistance bands/fitness equipment,"Q19_Picnic set (basket, blanket, etc.)",Q19_Not interested in any,Q21_Projector & screen,Q21_Sound system/Bluetooth speakers,Q21_Karaoke machine,Q21_Party decoration packages,Q21_Board game collection,Q21_Console games (PlayStation/Xbox),Q21_Folding tables & chairs,Q21_Serving platters & dishes (large sets),Q21_Coffee/tea dispenser (large),Q21_Chocolate fountain,Q21_Popcorn machine,Q21_Photo booth props,Q21_String lights/decorative lighting,Q21_Not interested in any,Q27_Cleanliness/hygiene of items,Q27_Brand quality of items,Q27_Availability when needed,Q27_Easy booking process,Q27_Flexible rental periods,Q27_24/7 access,Q27_Community aspect,Q27_Sustainability/eco-friendliness,Q35_Cash,Q35_Credit/Debit card,Q35_Mobile payment (Apple Pay/Samsung Pay),Q35_Bank transfer,"Q35_Digital wallets (PayPal, etc.)",Q35_Cryptocurrency,Q36_Hygiene/cleanliness,Q36_Item quality/functionality,Q36_Availability when I need it,Q36_Damage liability,Q36_Privacy/security,Q36_Complexity of process,Q36_Trust in other users,Q36_No concerns,Q37_Home delivery/pickup (for a fee),Q37_Equipment tutorials/training,Q37_Insurance for borrowed items,Q37_Priority booking for members,Q37_Longer rental periods,Q37_Equipment purchase option (try then buy),Q37_Not interested in additional services
384,2024-01-16 23:00:00,45-54 years,Male,Full-time employed,"15,001 - 20,000",Asian Expat,1-3 years,Couple with children (1-2 kids),2 BHK apartment,Other Dubai areas,Very limited (no storage room),Once a week,51-100 AED,Once a month,Once a month,Once a week,Once a month,Save money,Within my building,Staffed counter during business hours (9 AM - 9 PM),2-3 days,Pay-per-use (per item per day),31-50 AED,76-100 AED,1001-1500 AED,No preference,Not applicable,51-100 AED,Social media (Instagram/Facebook),Definitely will use (5/5),Not applicable - I would use it,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,5,4,5,4,2,5,4,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0
385,2024-01-17 00:00:00,35-44 years,Female,Part-time employed,"10,001 - 15,000",Western Expat,Less than 6 months,Couple without children,2 BHK apartment,Discovery Gardens,Very limited (no storage room),2-3 times a month,51-100 AED,Once a week,Once every 2-3 months,Once a month,Once every 2-3 months,Convenience,Within 5 km,Combination of smart locker + staffed support,4-7 days,Pay-per-use (per item per day),11-20 AED,30-50 AED,300-500 AED,"Yes, definitely",11-20% more,Up to 50 AED,Social media (Instagram/Facebook),Definitely will use (5/5),Not applicable - I would use it,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,4,3,4,4,3,2,3,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1
386,2024-01-17 01:00:00,35-44 years,Male,Full-time employed,"Above 50,000",Arab Expat,5-10 years,Extended family,Villa,Other Dubai areas,Ample (large storage space),Once every few months,101-200 AED,Less than once every 3 months,Once a month,More than once a week,Once every 2-3 months,Save storage space,Within 2 km,24/7 smart locker system,4-7 days,Monthly subscription (unlimited access),31-50 AED,More than 200 AED,1001-1500 AED,"Yes, maybe",No extra payment,51-100 AED,Email,Might or might not use (3/5),Not applicable - I would use it,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,5,5,5,4,4,2,5,4,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
387,2024-01-17 02:00:00,25-34 years,Female,Full-time employed,"30,001 - 50,000",Other,1-3 years,Single person,3+ BHK apartment,International City,Moderate (dedicated storage room),Once a month,51-100 AED,Once a month,Once a month,Once every 2-3 months,Once every 2-3 months,Try before buying,Within my building,Combination of smart locker + staffed support,More than a week,Hybrid (basic subscription + pay extra for premium items),21-30 AED,76-100 AED,1001-1500 AED,"Yes, definitely",21-30% more,Up to 50 AED,Community WhatsApp group,Might or might not use (3/5),Not applicable - I would use it,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,4,2,3,4,3,5,2,3,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
388,2024-01-17 03:00:00,18-24 years,Male,Student,"5,000 - 10,000",Arab Expat,3-5 years,Couple without children,Studio apartment,Silicon Oasis,Limited (small storage area),Once a month,51-100 AED,2-3 times a month,2-3 times a month,2-3 times a month,Once a month,Convenience,Within 500 meters,Staffed counter during business hours (9 AM - 9 PM),1 day,Monthly subscription (unlimited access),Less than 5 AED,Less than 30 AED,300-500 AED,"Yes, maybe",11-20% more,51-100 AED,Online advertisement,Probably will use (4/5),Not applicable - I would use it,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,3,2,5,4,2,1,2,3,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1
389,2024-01-17 04:00:00,35-44 years,Male,Full-time employed,"30,001 - 50,000",Other,Less than 6 months,Couple with children (1-2 kids),3+ BHK apartment,Other Dubai areas,Ample (large storage space),Once a week,201-500 AED,Once a week,Once a month,2-3 times a month,2-3 times a month,Convenience,Within 1 km,Combination of smart locker + staffed support,2-3 days,Hybrid (basic subscription + pay extra for premium items),11-20 AED,101-150 AED,1001-1500 AED,"Yes, maybe",11-20% more,201-500 AED,Community WhatsApp group,Might or might not use (3/5),Not applicable - I would use it,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,5,3,5,5,5,4,5,5,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0
390,2024-01-17 05:00:00,35-44 years,Female,Self-employed/Business owner,"30,001 - 50,000",Other,3-5 years,Couple without children,3+ BHK apartment,Silicon Oasis,Limited (small storage area),2-3 times a month,51-100 AED,Once a month,Less than once every 3 months,Once a week,Once a month,Save storage space,Within 2 km,24/7 smart locker system,4-7 days,Pay-per-use (per item per day),21-30 AED,51-75 AED,300-500 AED,"Yes, maybe",5-10% more,51-100 AED,Friend/family,Definitely will use (5/5),Not applicable - I would use it,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,2,5,5,5,5,4,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0
391,2024-01-17 06:00:00,55+ years,Female,Self-employed/Business owner,"20,001 - 30,000",Asian Expat,1-3 years,Couple with children (1-2 kids),3+ BHK apartment,Silicon Oasis,Moderate (dedicated storage room),Multiple times a week,101-200 AED,Once a week,More than once a week,Once every 2-3 months,2-3 times a month,Community engagement,Within 1 km,Combination of smart locker + staffed support,2-3 days,Pay-per-use (per item per day),11-20 AED,101-150 AED,501-750 AED,"Yes, definitely",5-10% more,51-100 AED,Community WhatsApp group,Probably will use (4/5),Not applicable - I would use it,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,5,5,4,3,4,2,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
392,2024-01-17 07:00:00,25-34 years,Female,Student,"10,001 - 15,000",Other,5-10 years,Single person,1 BHK apartment,Discovery Gardens,Limited (small storage area),2-3 times a month,51-100 AED,2-3 times a month,Once a week,Once a month,Once every 2-3 months,Environmental sustainability,Distance doesn't matter,Home delivery/pickup service (for a fee),2-3 days,"Credit-based system (buy credits, use as needed)",11-20 AED,51-75 AED,Less than 300 AED,"Yes, maybe",21-30% more,51-100 AED,Friend/family,Definitely will use (5/5),Not applicable - I would use it,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,2,5,4,4,2,4,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1
393,2024-01-17 08:00:00,25-34 years,Male,Full-time employed,"20,001 - 30,000",Asian Expat,5-10 years,Shared accommodation with roommates,2 BHK apartment,Discovery Gardens,Moderate (dedicated storage room),Once every few months,51-100 AED,2-3 times a month,Once a week,2-3 times a month,Once every 2-3 months,Save money,Within 500 meters,24/7 smart locker system,2-3 days,Annual subscription (unlimited access),31-50 AED,101-150 AED,501-750 AED,"Yes, maybe",11-20% more,51-100 AED,Social media (Instagram/Facebook),Probably will use (4/5),Not applicable - I would use it,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,5,5,4,5,4,2,4,5,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
394,2024-01-17 09:00:00,35-44 years,Female,Full-time employed,"20,001 - 30,000",Arab Expat,1-3 years,Couple with children (1-2 kids),2 BHK apartment,Sports City,Moderate (dedicated storage room),2-3 times a month,1-50 AED,Once a month,Less than once every 3 months,Once a month,Once a month,Convenience,Within my building,24/7 smart locker system,2-3 days,Monthly subscription (unlimited access),11-20 AED,51-75 AED,1001-1500 AED,"Yes, definitely",No extra payment,51-100 AED,Friend/family,Probably will use (4/5),Not applicable - I would use it,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,4,3,4,5,4,4,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
395,2024-01-17 10:00:00,25-34 years,Male,Part-time employed,"Less than 5,000",Asian Expat,More than 10 years,Couple without children,1 BHK apartment,Academic City,Limited (small storage area),Once every few months,51-100 AED,Once a week,Once a month,2-3 times a month,More than once a week,Save storage space,Within 500 meters,24/7 smart locker system,1 day,Hybrid (basic subscription + pay extra for premium items),Less than 5 AED,76-100 AED,300-500 AED,"Yes, maybe",5-10% more,51-100 AED,Social media (Instagram/Facebook),Definitely will use (5/5),Not applicable - I would use it,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,4,4,3,4,3,4,4,4,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0
396,2024-01-17 11:00:00,45-54 years,Male,Self-employed/Business owner,"30,001 - 50,000",Asian Expat,More than 10 years,Couple with children (3+ kids),3+ BHK apartment,Discovery Gardens,Moderate (dedicated storage room),Once a week,201-500 AED,Once every 2-3 months,Less than once every 3 months,2-3 times a month,Less than once every 3 months,Save money,Within 1 km,Staffed counter during business hours (9 AM - 9 PM),Few hours (same day return),Hybrid (basic subscription + pay extra for premium items),31-50 AED,76-100 AED,751-1000 AED,"Yes, maybe",5-10% more,More than 500 AED,Email,Probably will use (4/5),Not applicable - I would use it,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,4,5,4,3,4,4,1,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
397,2024-01-17 12:00:00,45-54 years,Female,Full-time employed,"20,001 - 30,000",UAE National,5-10 years,Couple with children (3+ kids),3+ BHK apartment,Discovery Gardens,Limited (small storage area),2-3 times a month,51-100 AED,2-3 times a month,Once a month,2-3 times a month,2-3 times a month,Try before buying,Within my building,24/7 smart locker system,2-3 days,Monthly subscription (unlimited access),5-10 AED,30-50 AED,501-750 AED,"Yes, definitely",No extra payment,Up to 50 AED,Community WhatsApp group,Probably will use (4/5),Not applicable - I would use it,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,5,2,3,3,5,3,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
398,2024-01-17 13:00:00,25-34 years,Male,Full-time employed,"30,001 - 50,000",Asian Expat,5-10 years,Couple without children,2 BHK apartment,Academic City,Moderate (dedicated storage room),Once a week,201-500 AED,2-3 times a month,Once a month,2-3 times a month,Less than once every 3 months,Environmental sustainability,Within my building,Staffed counter during business hours (9 AM - 9 PM),2-3 days,Hybrid (basic subscription + pay extra for premium items),11-20 AED,30-50 AED,300-500 AED,"Yes, definitely",No extra payment,Up to 50 AED,Social media (Instagram/Facebook),Probably will use (4/5),Not applicable - I would use it,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5,3,5,4,5,4,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1
399,2024-01-17 14:00:00,35-44 years,Female,Full-time employed,"20,001 - 30,000",Other,1-3 years,Couple with children (3+ kids),3+ BHK apartment,Silicon Oasis,Ample (large storage space),2-3 times a month,1-50 AED,Once every 2-3 months,Once every 2-3 months,2-3 times a month,Once every 2-3 months,Convenience,Within 2 km,Combination of smart locker + staffed support,4-7 days,Monthly subscription (unlimited access),11-20 AED,101-150 AED,1001-1500 AED,"Yes, definitely",No extra payment,Up to 50 AED,Community WhatsApp group,Probably will use (4/5),Not applicable - I would use it,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,5,3,3,3,4,5,5,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
400,2024-01-17 15:00:00,35-44 years,Male,Homemaker,"5,000 - 10,000",Arab Expat,3-5 years,Couple with children (1-2 kids),Studio apartment,Silicon Oasis,Very limited (no storage room),Once a month,1-50 AED,Once a month,Once a week,More than once a week,Once a month,Try before buying,Within 1 km,Combination of smart locker + staffed support,1 day,Annual subscription (unlimited access),5-10 AED,51-75 AED,300-500 AED,"Yes, definitely",11-20% more,51-100 AED,Building notice board,Probably will use (4/5),Not applicable - I would use it,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,5,2,5,5,3,5,4,2,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
401,2024-01-17 16:00:00,18-24 years,Male,Full-time employed,"Above 50,000",Asian Expat,Less than 6 months,Shared accommodation with roommates,1 BHK apartment,Silicon Oasis,Very limited (no storage room),Once a month,51-100 AED,2-3 times a month,2-3 times a month,More than once a week,Once a week,Save storage space,Within my building,24/7 smart locker system,1 day,Pay-per-use (per item per day),Not interested in this model,151-200 AED,More than 2000 AED,"Yes, definitely",5-10% more,No deposit required,Social media (Instagram/Facebook),Probably will use (4/5),Not applicable - I would use it,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,3,5,5,5,5,4,3,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
402,2024-01-17 17:00:00,45-54 years,Male,Full-time employed,"10,001 - 15,000",Western Expat,6 months - 1 year,Extended family,2 BHK apartment,Outside Dubai,Very limited (no storage room),Once every few months,1-50 AED,2-3 times a month,Once a month,Once a week,Less than once every 3 months,Save storage space,Within 2 km,24/7 smart locker system,More than a week,Pay-per-use (per item per day),5-10 AED,30-50 AED,300-500 AED,"Yes, definitely",5-10% more,201-500 AED,Social media (Instagram/Facebook),Probably will use (4/5),Not applicable - I would use it,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,5,5,5,4,5,4,4,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
403,2024-01-17 18:00:00,25-34 years,Female,Full-time employed,"20,001 - 30,000",Western Expat,More than 10 years,Shared accommodation with roommates,Shared room,International City,Very limited (no storage room),2-3 times a month,101-200 AED,2-3 times a month,2-3 times a month,Once a week,Once every 2-3 months,Environmental sustainability,Within my building,24/7 smart locker system,2-3 days,Monthly subscription (unlimited access),More than 50 AED,51-75 AED,501-750 AED,"Yes, definitely",No extra payment,51-100 AED,Community WhatsApp group,Definitely will use (5/5),Not applicable - I would use it,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,5,5,3,2,4,5,5,3,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0
404,2024-01-17 19:00:00,35-44 years,Female,Full-time employed,"10,001 - 15,000",Other,1-3 years,Couple with children (1-2 kids),2 BHK apartment,Discovery Gardens,Moderate (dedicated storage room),Once a month,201-500 AED,Once a month,2-3 times a month,Once every 2-3 months,2-3 times a month,Save storage space,Within my building,24/7 smart locker system,1 day,Monthly subscription (unlimited access),5-10 AED,51-75 AED,1001-1500 AED,No preference,Not applicable,101-200 AED,Email,Probably will use (4/5),Not applicable - I would use it,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,4,5,5,5,2,4,3,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0
405,2024-01-17 20:00:00,25-34 years,Female,Full-time employed,"30,001 - 50,000",Asian Expat,5-10 years,Single person,3+ BHK apartment,Other Dubai areas,Moderate (dedicated storage room),2-3 times a month,101-200 AED,2-3 times a month,More than once a week,Once a month,Once a month,Save money,Within 500 meters,Combination of smart locker + staffed support,4-7 days,Pay-per-use (per item per day),21-30 AED,51-75 AED,300-500 AED,"Yes, definitely",11-20% more,Up to 50 AED,Community WhatsApp group,Probably will use (4/5),Not applicable - I would use it,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,5,3,5,5,5,3,2,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0
406,2024-01-17 21:00:00,45-54 years,Female,Self-employed/Business owner,"Above 50,000",Other,5-10 years,Couple with children (1-2 kids),Villa,Silicon Oasis,Moderate (dedicated storage room),Once a month,51-100 AED,Once a month,Once a week,Less than once every 3 months,Once every 2-3 months,Save money,Within 2 km,Staffed counter during business hours (9 AM - 9 PM),4-7 days,Monthly subscription (unlimited access),11-20 AED,101-150 AED,751-1000 AED,"Yes, definitely",11-20% more,Up to 50 AED,Social media (Instagram/Facebook),Probably will not use (2/5),Too expensive,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,4,5,2,4,3,5,2,3,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
407,2024-01-17 22:00:00,25-34 years,Female,Full-time employed,"15,001 - 20,000",Asian Expat,5-10 years,Couple without children,3+ BHK apartment,JVC (Jumeirah Village Circle),Moderate (dedicated storage room),Once a week,51-100 AED,Once a month,2-3 times a month,2-3 times a month,2-3 times a month,Save money,Within 1 km,Home delivery/pickup service (for a fee),2-3 days,Monthly subscription (unlimited access),5-10 AED,51-75 AED,501-750 AED,"Yes, definitely",11-20% more,Up to 50 AED,Social media (Instagram/Facebook),Definitely will use (5/5),Not applicable - I would use it,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,4,5,5,4,5,3,3,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
408,2024-01-17 23:00:00,18-24 years,Female,Student,"10,001 - 15,000",Arab Expat,More than 10 years,Couple without children,1 BHK apartment,Silicon Oasis,Moderate (dedicated storage room),Once a week,101-200 AED,Once a week,Once every 2-3 months,2-3 times a month,Once a week,Save storage space,Within 500 meters,24/7 smart locker system,4-7 days,Pay-per-use (per item per day),21-30 AED,30-50 AED,501-750 AED,"No, I prefer individual items",Not applicable,51-100 AED,Social media (Instagram/Facebook),Definitely will use (5/5),Not applicable - I would use it,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,5,4,5,4,2,1,4,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0
409,2024-01-18 00:00:00,45-54 years,Male,Full-time employed,"15,001 - 20,000",Asian Expat,1-3 years,Couple without children,3+ BHK apartment,JVC (Jumeirah Village Circle),Moderate (dedicated storage room),2-3 times a month,101-200 AED,2-3 times a month,Once a week,Once a month,2-3 times a month,Save money,Within my building,Community room access during specific hours,Few hours (same day return),Pay-per-use (per item per day),5-10 AED,51-75 AED,501-750 AED,"Yes, maybe",11-20% more,No deposit required,Social media (Instagram/Facebook),Probably will use (4/5),Not applicable - I would use it,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,5,3,4,5,4,5,3,2,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
